"plot_name","xmin","ymin","xmax","ymax"
"2018_SJER_3_252000_4107000_image_477",252651.521,4107291.235,252653.357,4107294.261
"2018_SJER_3_252000_4107000_image_477",252657.95,4107307.584,252664.611,4107314.433
"2018_SJER_3_252000_4107000_image_477",252663.504,4107308.063,252669.73,4107313.846
"2018_SJER_3_252000_4107000_image_477",252668.039,4107308.07,252673.123,4107311.727
"2018_SJER_3_252000_4107000_image_477",252671.205,4107300.787,252677.925,4107310.069
"2018_SJER_3_252000_4107000_image_477",252672.814,4107305.331,252676.822,4107309.619
"2018_SJER_3_252000_4107000_image_477",252656.928,4107298.983,252671.062,4107309.42
"2018_SJER_3_252000_4107000_image_477",252668.379,4107304.858,252671.933,4107308.411
"2018_SJER_3_252000_4107000_image_477",252661.238,4107303.211,252664.745,4107308.95
"2018_SJER_3_252000_4107000_image_477",252652.648,4107304.775,252655.873,4107308.89
"2018_SJER_3_252000_4107000_image_477",252654.739,4107297.448,252671.721,4107306.25
"2018_SJER_3_252000_4107000_image_477",252672.48,4107300.281,252675.884,4107304.417
"2018_SJER_3_252000_4107000_image_477",252662.49,4107293.695,252675.746,4107303.93
"2018_SJER_3_252000_4107000_image_477",252652.955,4107292.908,252664.994,4107303.03
"2018_SJER_3_252000_4107000_image_477",252655.679,4107296.943,252658.598,4107300.442
"2018_SJER_3_252000_4107000_image_477",252677.642,4107288.685,252686.033,4107299.203
"2018_SJER_3_252000_4107000_image_477",252674.603,4107293.592,252678.621,4107298.292
"2018_SJER_3_252000_4107000_image_477",252658.399,4107296.293,252660.769,4107298.075
"2018_SJER_3_252000_4107000_image_477",252655.584,4107288.126,252665.5,4107297.833
"2018_SJER_3_252000_4107000_image_477",252684.515,4107293.513,252686.041,4107295.813
"2018_SJER_3_252000_4107000_image_477",252662.815,4107290.875,252668.282,4107295.832
"2018_SJER_3_252000_4107000_image_477",252675.129,4107290.681,252679.533,4107294.434
"2018_SJER_3_252000_4107000_image_477",252653.306,4107281.831,252673.167,4107294.643
"2018_SJER_3_252000_4107000_image_477",252676.506,4107281.657,252686.04,4107293.325
"2018_SJER_3_252000_4107000_image_477",252653.901,4107287.549,252660.84,4107294.407
"2018_SJER_3_252000_4107000_image_477",252673.283,4107280.707,252678.587,4107291.101
"2018_SJER_3_252000_4107000_image_477",252678.865,4107286.763,252682.169,4107290.452
"2018_SJER_3_252000_4107000_image_477",252684.662,4107286.045,252686.037,4107290.191
"2018_SJER_3_252000_4108000_image_517",252741.673,4108837.541,252757.965,4108847.946
"2018_SJER_3_252000_4108000_image_517",252744.803,4108845.323,252749.896,4108847.949
"2018_SJER_3_252000_4108000_image_517",252724.746,4108837.134,252744.365,4108847.941
"2018_SJER_3_252000_4108000_image_517",252744.083,4108839.213,252746.479,4108845.092
"2018_SJER_3_252000_4108000_image_517",252747.939,4108808.051,252756.688,4108815.556
"2018_SJER_3_252000_4108000_image_517",252736.818,4108808.062,252740.415,4108810.452
"2018_SJER_3_252000_4108000_image_517",252729.337,4108809.508,252738.12,4108823.528
"2018_SJER_3_252000_4108000_image_517",252733.69,4108809.252,252735.425,4108810.608
"2018_SJER_3_252000_4108000_image_517",252736.832,4108809.705,252743.27,4108815.987
"2018_SJER_3_252000_4108000_image_517",252734.696,4108811.132,252747.784,4108820.114
"2018_SJER_3_252000_4108000_image_517",252728.988,4108812.237,252734.731,4108819.861
"2018_SJER_3_252000_4108000_image_517",252746.861,4108811.563,252757.762,4108820.61
"2018_SJER_3_252000_4108000_image_517",252757.314,4108813.181,252762.049,4108819.48
"2018_SJER_3_252000_4108000_image_517",252752.669,4108813.381,252759.077,4108816.119
"2018_SJER_3_252000_4108000_image_517",252740.102,4108813.363,252748.185,4108824.136
"2018_SJER_3_252000_4108000_image_517",252735.976,4108814.631,252751.099,4108828.231
"2018_SJER_3_252000_4108000_image_517",252721.953,4108815.327,252732.428,4108830.529
"2018_SJER_3_252000_4108000_image_517",252732.279,4108816.269,252737.428,4108823.486
"2018_SJER_3_252000_4108000_image_517",252743.278,4108812.489,252756.479,4108831.161
"2018_SJER_3_252000_4108000_image_517",252730.318,4108818.493,252737.049,4108828.962
"2018_SJER_3_252000_4108000_image_517",252755.675,4108818.231,252760.865,4108822.611
"2018_SJER_3_252000_4108000_image_517",252754.242,4108820.35,252759.027,4108826.256
"2018_SJER_3_252000_4108000_image_517",252752.245,4108820.844,252755.112,4108826.173
"2018_SJER_3_252000_4108000_image_517",252735.07,4108822.723,252746.295,4108828.253
"2018_SJER_3_252000_4108000_image_517",252739.097,4108824.871,252744.181,4108830.015
"2018_SJER_3_252000_4108000_image_517",252732.23,4108827.654,252745.192,4108837.13
"2018_SJER_3_252000_4108000_image_517",252732.336,4108828.946,252734.203,4108831.328
"2018_SJER_3_252000_4112000_image_451",252644.313,4112262.6,252648.043,4112267.638
"2018_SJER_3_252000_4112000_image_451",252623.987,4112259.585,252642.637,4112275.364
"2018_SJER_3_252000_4112000_image_451",252616.845,4112256.724,252628.366,4112268.216
"2018_SJER_3_252000_4112000_image_451",252612.237,4112263.326,252617.196,4112266.225
"2018_SJER_3_252000_4112000_image_451",252608.015,4112262.545,252612.126,4112266.058
"2018_SJER_3_252000_4112000_image_451",252641.385,4112254.517,252647.987,4112263.266
"2018_SJER_3_252000_4112000_image_451",252611.749,4112252.281,252619.104,4112264.036
"2018_SJER_3_252000_4112000_image_451",252617.4,4112259.616,252621.725,4112263.346
"2018_SJER_3_252000_4112000_image_451",252607.979,4112260.62,252612.378,4112263.678
"2018_SJER_3_252000_4112000_image_451",252640.357,4112257.611,252644.573,4112262.76
"2018_SJER_3_252000_4112000_image_451",252630.366,4112253.322,252637.581,4112262.352
"2018_SJER_3_252000_4112000_image_451",252611.916,4112253.483,252629.286,4112262.776
"2018_SJER_3_252000_4112000_image_451",252614.532,4112258.202,252619.52,4112261.995
"2018_SJER_3_252000_4112000_image_451",252609.804,4112258.157,252613.237,4112261.61
"2018_SJER_3_252000_4112000_image_451",252612.054,4112254.814,252616.344,4112260.421
"2018_SJER_3_252000_4112000_image_451",252608.54,4112254.68,252621.876,4112260.899
"2018_SJER_3_252000_4112000_image_451",252607.964,4112258.95,252608.688,4112260.949
"2018_SJER_3_252000_4112000_image_451",252622.437,4112242.904,252636.696,4112260.022
"2018_SJER_3_252000_4112000_image_451",252636.321,4112252.194,252640.52,4112258.815
"2018_SJER_3_252000_4112000_image_451",252607.952,4112242.381,252616.755,4112259.126
"2018_SJER_3_252000_4112000_image_451",252640.346,4112254.772,252642.316,4112257.634
"2018_SJER_3_252000_4112000_image_451",252618.222,4112248.095,252631.71,4112258.004
"2018_SJER_3_252000_4112000_image_451",252641.63,4112249.8,252647.978,4112255.824
"2018_SJER_3_252000_4112000_image_451",252638.467,4112251.508,252642.737,4112255.912
"2018_SJER_3_252000_4112000_image_451",252620.456,4112243.054,252638.52,4112254.474
"2018_SJER_3_252000_4112000_image_451",252641.378,4112245.171,252648.042,4112253.524
"2018_SJER_3_252000_4112000_image_451",252619.271,4112250.063,252622.412,4112253.222
"2018_SJER_3_252000_4112000_image_451",252640.33,4112249.962,252642.323,4112252.183
"2018_SJER_3_252000_4112000_image_451",252616.245,4112243.6,252621.296,4112252.839
"2018_SJER_3_252000_4112000_image_451",252636.42,4112242.571,252642.805,4112250.717
"2018_SJER_3_252000_4112000_image_451",252623.337,4112242.641,252637.032,4112250.531
"2018_SJER_3_252000_4112000_image_451",252636.661,4112247.747,252639.327,4112249.745
"2018_SJER_3_252000_4112000_image_451",252612.757,4112245.447,252616.534,4112249.322
"2018_SJER_3_252000_4112000_image_451",252640.488,4112239.617,252648.022,4112246.681
"2018_SJER_3_252000_4112000_image_451",252618.099,4112239.847,252624.661,4112246.265
"2018_SJER_3_252000_4112000_image_451",252607.957,4112238.057,252613.468,4112241.905
"2018_SJER_3_252000_4112000_image_451",252624.379,4112238.061,252632.434,4112243.913
"2018_SJER_3_252000_4112000_image_451",252623.079,4112238.05,252639.976,4112243.29
"2018_SJER_3_252000_4112000_image_451",252619.484,4112238.051,252623.071,4112239.904
"2018_SJER_3_252000_4112000_image_451",252607.97,4112239.584,252615.53,4112245.032
"2018_SJER_3_252000_4112000_image_451",252625.479,4112238.914,252628.463,4112241.248
"2018_SJER_3_252000_4112000_image_451",252618.507,4112239.501,252621.573,4112242.09
"2018_SJER_3_252000_4112000_image_451",252631.012,4112239.899,252639.353,4112243.662
"2018_SJER_3_252000_4112000_image_451",252609.255,4112264.859,252615.393,4112269.953
"2018_SJER_3_252000_4112000_image_451",252607.97,4112265.551,252610.151,4112270.011
"2018_SJER_3_252000_4112000_image_451",252641.335,4112264.581,252648.047,4112272.558
"2018_SJER_3_252000_4112000_image_451",252611.619,4112266.296,252624.292,4112277.813
"2018_SJER_3_252000_4112000_image_451",252614.272,4112266.397,252617.707,4112270.775
"2018_SJER_3_252000_4112000_image_451",252609.226,4112268.805,252614.778,4112277.023
"2018_SJER_3_252000_4112000_image_451",252613.281,4112270.206,252616.535,4112276.45
"2018_SJER_3_252000_4112000_image_451",252607.977,4112270.333,252609.617,4112273.92
"2018_SJER_3_252000_4112000_image_451",252624.253,4112269.692,252642.816,4112277.936
"2018_SJER_3_252000_4112000_image_451",252631.007,4112270.913,252648.049,4112277.949
"2018_SJER_3_252000_4112000_image_451",252622.529,4112271.384,252625.95,4112275.432
"2018_SJER_3_252000_4112000_image_451",252626.453,4112272.363,252631.331,4112277.75
"2018_SJER_3_252000_4112000_image_451",252607.964,4112273.211,252609.342,4112277.117
"2018_SJER_3_252000_4112000_image_451",252642.42,4112270.048,252648.041,4112276.559
"2018_SJER_3_252000_4112000_image_451",252608.852,4112274.143,252619.952,4112277.666
"2018_SJER_3_252000_4112000_image_451",252619.646,4112275.413,252621.786,4112277.948
"2018_SJER_3_252000_4112000_image_451",252623.3,4112275.236,252626.25,4112277.938
"2018_SJER_3_252000_4112000_image_451",252621.468,4112275.335,252623.754,4112277.948
"2018_SJER_3_252000_4112000_image_451",252607.959,4112275.746,252614.757,4112277.948
"2018_SJER_3_252000_4112000_image_451",252613.577,4112277.424,252616.557,4112277.941
"2018_SJER_3_252000_4113000_image_310",252425.597,4113485.694,252436.393,4113496.275
"2018_SJER_3_252000_4113000_image_310",252455.12,4113493.189,252458.037,4113497.429
"2018_SJER_3_252000_4113000_image_310",252446.84,4113494.335,252458.018,4113499.309
"2018_SJER_3_252000_4113000_image_310",252456.549,4113498.389,252458.045,4113503.778
"2018_SJER_3_252000_4113000_image_310",252445.373,4113498.668,252456.569,4113505.934
"2018_SJER_3_252000_4113000_image_310",252454.791,4113502.117,252458.016,4113505.945
"2018_SJER_3_252000_4113000_image_323",252417.972,4113034.261,252429.288,4113039.946
"2018_SJER_3_252000_4113000_image_323",252417.982,4113031.467,252422.8,4113036.018
"2018_SJER_3_252000_4113000_image_323",252421.924,4113027.518,252433.417,4113036.779
"2018_SJER_3_252000_4113000_image_323",252417.956,4113026.241,252427.493,4113033.949
"2018_SJER_3_252000_4113000_image_323",252418.306,4113027.15,252421.422,4113030.457
"2018_SJER_3_252000_4113000_image_323",252417.955,4113017.144,252425.736,4113029.278
"2018_SJER_3_252000_4113000_image_323",252421.014,4113021.261,252422.973,4113022.509
"2018_SJER_3_252000_4113000_image_323",252450.785,4113034.671,252458.031,4113039.946
"2018_SJER_3_252000_4113000_image_323",252442.094,4113029.799,252455.446,4113039.947
"2018_SJER_3_252000_4113000_image_323",252429.006,4113022.246,252444.241,4113039.934
"2018_SJER_3_252000_4113000_image_323",252430.913,4113026.069,252439.229,4113039.934
"2018_SJER_3_252000_4113000_image_323",252455.031,4113033.483,252458.043,4113036.068
"2018_SJER_3_252000_4113000_image_323",252452.057,4113024.669,252458.021,4113034.549
"2018_SJER_3_252000_4113000_image_323",252453.542,4113027.752,252458.042,4113033.685
"2018_SJER_3_252000_4113000_image_323",252428.859,4113012.065,252442.892,4113021.495
"2018_SJER_3_252000_4113000_image_323",252435.064,4113000.112,252449.267,4113019.499
"2018_SJER_3_252000_4113000_image_323",252440.41,4113003.026,252451.247,4113016.398
"2018_SJER_3_252000_4113000_image_323",252454.961,4113010.724,252458.047,4113016.178
"2018_SJER_3_252000_4113000_image_323",252449.252,4113004.173,252458.049,4113010.36
"2018_SJER_3_252000_4113000_image_323",252448.042,4113000.054,252458.023,4113004.637
"2018_SJER_3_253000_4104000_image_637",253874.824,4104353.679,253887.446,4104373.57
"2018_SJER_3_253000_4104000_image_637",253873.954,4104352.056,253879.064,4104362.628
"2018_SJER_3_253000_4104000_image_637",253891.968,4104355.828,253898.365,4104361.711
"2018_SJER_3_253000_4104000_image_637",253890.446,4104358.092,253897.013,4104365.539
"2018_SJER_3_253000_4104000_image_637",253882.372,4104355.45,253893.217,4104370.796
"2018_SJER_3_253000_4104000_image_637",253881.711,4104352.051,253898.138,4104358.462
"2018_SJER_3_253000_4104000_image_637",253882.285,4104352.057,253895.612,4104354.881
"2018_SJER_3_253000_4104000_image_637",253873.958,4104374.873,253880.517,4104383.058
"2018_SJER_3_253000_4104000_image_637",253873.976,4104362.914,253876.292,4104373.039
"2018_SJER_3_253000_4104000_image_637",253900.875,4104380.931,253911.935,4104391.946
"2018_SJER_3_253000_4104000_image_637",253897.878,4104388.498,253908.555,4104391.902
"2018_SJER_3_253000_4104000_image_637",253887.909,4104378.653,253905.162,4104391.949
"2018_SJER_3_253000_4104000_image_637",253898.193,4104384.579,253904.639,4104388.988
"2018_SJER_3_253000_4104000_image_637",253897.832,4104372.472,253906.567,4104385.046
"2018_SJER_3_253000_4104000_image_637",253890.704,4104372.103,253908.191,4104384.768
"2018_SJER_3_253000_4104000_image_637",253892.918,4104358.706,253903.531,4104377.469
"2018_SJER_3_253000_4104000_image_637",253889.873,4104362.681,253908.992,4104377.919
"2018_SJER_3_253000_4104000_image_637",253895.127,4104363.596,253900.676,4104368.236
"2018_SJER_3_253000_4104000_image_637",253895.173,4104365.218,253898.814,4104369.177
"2018_SJER_3_253000_4105000_image_225",253315.352,4105652.023,253329.92,4105657.944
"2018_SJER_3_253000_4105000_image_225",253317.444,4105656.117,253321.325,4105657.949
"2018_SJER_3_253000_4105000_image_225",253325.725,4105652.02,253334.183,4105657.846
"2018_SJER_3_253000_4105000_image_225",253329.134,4105655.096,253334.377,4105657.942
"2018_SJER_3_253000_4105000_image_303",253444.673,4105767.791,253447.966,4105771.946
"2018_SJER_3_253000_4105000_image_303",253446.149,4105766.647,253448.683,4105770.029
"2018_SJER_3_253000_4105000_image_303",253438.268,4105760.153,253453.505,4105769.562
"2018_SJER_3_253000_4105000_image_303",253437.686,4105761.754,253456.981,4105767.737
"2018_SJER_3_253000_4105000_image_303",253433.666,4105761.597,253437.791,4105766.599
"2018_SJER_3_253000_4105000_image_303",253447.503,4105757.446,253451.846,4105764.302
"2018_SJER_3_253000_4105000_image_303",253419.221,4105749.032,253426.764,4105761.132
"2018_SJER_3_253000_4105000_image_303",253450.975,4105757.689,253452.646,4105758.856
"2018_SJER_3_253000_4105000_image_303",253443.374,4105737.74,253455.236,4105757.541
"2018_SJER_3_253000_4105000_image_303",253451.547,4105750.87,253458.033,4105755.729
"2018_SJER_3_253000_4105000_image_303",253426.443,4105751.17,253431.595,4105755.043
"2018_SJER_3_253000_4105000_image_303",253450.841,4105749.115,253456.092,4105754.076
"2018_SJER_3_253000_4105000_image_303",253419.592,4105745.251,253437.069,4105753.826
"2018_SJER_3_253000_4105000_image_303",253453.972,4105732.052,253458.042,4105736.297
"2018_SJER_3_253000_4105000_image_303",253449.555,4105732.052,253456.169,4105738.391
"2018_SJER_3_253000_4105000_image_303",253443.536,4105732.082,253452.543,4105738.248
"2018_SJER_3_253000_4105000_image_303",253441.469,4105732.059,253446.175,4105734.935
"2018_SJER_3_253000_4105000_image_303",253449.43,4105735.171,253453.212,4105738.008
"2018_SJER_3_253000_4105000_image_303",253445.454,4105735.655,253449.915,4105740.384
"2018_SJER_3_253000_4105000_image_303",253451.407,4105741.413,253458.006,4105745.288
"2018_SJER_3_253000_4105000_image_303",253453.824,4105744.406,253456.235,4105749.079
"2018_SJER_3_253000_4105000_image_689",253962.724,4105438.338,253973.4,4105447.981
"2018_SJER_3_253000_4105000_image_689",253978.73,4105435.137,253990.044,4105448.751
"2018_SJER_3_253000_4105000_image_72",253075.962,4105276.058,253078.148,4105280.729
"2018_SJER_3_253000_4105000_image_72",253077.331,4105276.052,253083.101,4105281.691
"2018_SJER_3_253000_4105000_image_72",253083.668,4105276.049,253097.345,4105283.863
"2018_SJER_3_253000_4105000_image_72",253089.624,4105279.5,253095.032,4105283.845
"2018_SJER_3_253000_4105000_image_72",253075.953,4105288.656,253079.983,4105296.148
"2018_SJER_3_253000_4105000_image_72",253104.366,4105286.64,253115.053,4105300.084
"2018_SJER_3_253000_4105000_image_72",253109.273,4105285.97,253116.05,4105298.425
"2018_SJER_3_253000_4105000_image_72",253075.953,4105294.827,253086.243,4105309.233
"2018_SJER_3_253000_4105000_image_72",253077.583,4105297.634,253083.981,4105307.875
"2018_SJER_3_253000_4105000_image_72",253113.325,4105297.033,253116.05,4105302.167
"2018_SJER_3_253000_4105000_image_72",253107.665,4105298.994,253116.013,4105306.138
"2018_SJER_3_253000_4105000_image_72",253075.957,4105300.598,253078.079,4105309.154
"2018_SJER_3_253000_4105000_image_72",253078.571,4105300.045,253091.205,4105310.624
"2018_SJER_3_253000_4105000_image_72",253075.958,4105307.782,253079.398,4105313.948
"2018_SJER_3_253000_4105000_image_72",253075.966,4105308.682,253076.986,4105310.602
"2018_SJER_3_253000_4105000_image_72",253080.862,4105308.755,253088.143,4105312.862
"2018_SJER_3_253000_4105000_image_72",253078.76,4105309.968,253080.336,4105312.233
"2018_SJER_3_253000_4105000_image_72",253078.711,4105310.836,253087.158,4105315.945
"2018_SJER_3_253000_4105000_image_72",253075.952,4105312.89,253082.067,4105315.94
"2018_SJER_3_253000_4107000_image_532",253721.951,4107238.051,253730.395,4107245.276
"2018_SJER_3_253000_4107000_image_532",253721.964,4107238.875,253722.432,4107239.782
"2018_SJER_3_253000_4107000_image_532",253753.027,4107238.056,253758.501,4107243.413
"2018_SJER_3_253000_4107000_image_532",253721.951,4107244.105,253726.142,4107250.471
"2018_SJER_3_253000_4107000_image_532",253721.951,4107253.113,253728.148,4107257.46
"2018_SJER_3_253000_4107000_image_532",253731.839,4107255.234,253741.408,4107264.492
"2018_SJER_3_253000_4107000_image_532",253722.078,4107257.304,253726.308,4107261.198
"2018_SJER_3_253000_4107000_image_532",253722.161,4107257.479,253729.554,4107268.327
"2018_SJER_3_253000_4107000_image_532",253748.221,4107254.318,253762.035,4107268.04
"2018_SJER_3_253000_4107000_image_532",253721.993,4107258.238,253723.837,4107261.974
"2018_SJER_3_253000_4107000_image_532",253760.25,4107257.522,253762.029,4107261.952
"2018_SJER_3_253000_4107000_image_532",253747.365,4107259.245,253759.152,4107272.964
"2018_SJER_3_253000_4107000_image_532",253721.951,4107263.426,253723.573,4107267.443
"2018_SJER_3_253000_4107000_image_532",253758.609,4107262.47,253762.05,4107272.82
"2018_SJER_3_253000_4107000_image_532",253727.852,4107265.474,253737.837,4107274.546
"2018_SJER_3_253000_4107000_image_532",253721.964,4107267.819,253724.072,4107270.223
"2018_SJER_3_253000_4107000_image_532",253721.97,4107267.804,253729.616,4107277.948
"2018_SJER_3_253000_4107000_image_532",253737.184,4107267.134,253745.119,4107273.302
"2018_SJER_3_253000_4107000_image_532",253751.972,4107266.579,253758.523,4107272.26
"2018_SJER_3_253000_4107000_image_532",253756.967,4107267.481,253760.419,4107272.241
"2018_SJER_3_253000_4107000_image_532",253742.475,4107269.307,253748.264,4107277.535
"2018_SJER_3_253000_4107000_image_532",253756.361,4107271.783,253762.049,4107276.465
"2018_SJER_3_253000_4107000_image_637",253893.662,4107374.375,253901.933,4107379.921
"2018_SJER_3_253000_4107000_image_637",253889.486,4107363.143,253906.689,4107374.622
